wt, sa, sb, sc, d_a, d_b, d_c, d_a_mod, d_b_mod, d_c_mod, d_a_mod_clip, d_b_mod_clip, d_c_mod_clip, d_zero, c
5.438640747438675760e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.271092433832680557e-01,-2.495732336926431427e-01,1.176682477075911004e+00,-1.051895860229589585e+00,-3.743598505389645892e-01,1.051895860229589585e+00,-1.000000000000000000e+00,-3.743598505389645892e-01,1.000000000000000000e+00,1.247866168463214742e-01,-3.765376537653750688e-01
5.439269128807531217e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-9.265916202923969447e-01,-2.503364319105439995e-01,1.176928052202940833e+00,-1.051759836247669000e+00,-3.755046478658159437e-01,1.051759836247669000e+00,-1.000000000000000000e+00,-3.755046478658159437e-01,1.000000000000000000e+00,1.251682159552719442e-01,-3.725372537253690552e-01
5.651662031480467974e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-7.320649040456445045e-01,-5.007205302036489281e-01,1.232785434249293210e+00,-9.824251691474688020e-01,-7.510807953054732256e-01,9.824251691474688020e-01,-9.824251691474688020e-01,-7.510807953054732256e-01,9.824251691474688020e-01,2.503602651018243530e-01,9.795979597959814100e-01
5.652290412849323431e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-7.314358502601387979e-01,-5.014332714415961068e-01,1.232869121701734683e+00,-9.821524859809367403e-01,-7.521499071623940491e-01,9.821524859809367403e-01,-9.821524859809367403e-01,-7.521499071623940491e-01,9.821524859809367403e-01,2.507166357207979424e-01,9.835983598359874236e-01
5.654803938324742596e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-7.289167494332252639e-01,-5.042822536050838300e-01,1.233199003038308872e+00,-9.810578762357671234e-01,-7.564233804076256895e-01,9.810578762357671234e-01,-9.810578762357671234e-01,-7.564233804076256895e-01,9.810578762357671234e-01,2.521411268025418040e-01,9.995999599960043724e-01
5.657945845169016330e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-7.257613992677282022e-01,-5.078389989487006595e-01,1.233600398216428529e+00,-9.796808987420784209e-01,-7.617584984230507672e-01,9.796808987420784209e-01,-9.796808987420784209e-01,-7.617584984230507672e-01,9.796808987420784209e-01,2.539194994743501632e-01,9.803980398039797706e-01
5.658574226537871787e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-7.251294685080589275e-01,-5.085497475598796946e-01,1.233679216067938400e+00,-9.794043422879986638e-01,-7.628246213398194309e-01,9.794043422879986638e-01,-9.794043422879986638e-01,-7.628246213398194309e-01,9.794043422879986638e-01,2.542748737799397363e-01,9.763976397639737570e-01
5.916210587768357954e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.449036047499545510e-01,-7.799181826407217688e-01,1.224821787390675931e+00,-6.673554071249316877e-01,-1.002369985015698850e+00,1.002369985015698850e+00,-6.673554071249316877e-01,-1.000000000000000000e+00,1.000000000000000000e+00,2.224518023749770812e-01,-6.637663766376675767e-01
5.916838969137212523e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.441762050119898997e-01,-7.805237985683242119e-01,1.224700003580313945e+00,-6.662643075179848218e-01,-1.002611901074319078e+00,1.002611901074319078e+00,-6.662643075179848218e-01,-1.000000000000000000e+00,1.000000000000000000e+00,2.220881025059948666e-01,-6.677667766776735903e-01
5.968994622752164858e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.832181256599232477e-01,-8.296929988169694514e-01,1.212911124476892422e+00,-5.748271884898847883e-01,-1.021302061646931048e+00,1.021302061646931048e+00,-5.748271884898847883e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.916090628299614851e-01,-9.997999799980021862e-01
6.061995065342681066e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.720448675268321570e-01,-9.116863485512267662e-01,1.183731216078058646e+00,-4.080673012902480967e-01,-1.047708782314642706e+00,1.047708782314642706e+00,-4.080673012902480967e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.360224337634159397e-01,-4.081408140814062335e-01
6.062623446711536523e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.712846044363680376e-01,-9.122143184827842255e-01,1.183498922919151930e+00,-4.069269066545518898e-01,-1.047856620700968078e+00,1.047856620700968078e+00,-4.069269066545518898e-01,-1.000000000000000000e+00,1.000000000000000000e+00,1.356423022181838522e-01,-4.041404140414002200e-01
6.282556925810731663e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-7.791928461008774606e-04,-1.073481692253521524e+00,1.074260885099622032e+00,-1.168789269151131009e-03,-1.073871288676571778e+00,1.073871288676571778e+00,-1.168789269151131009e-03,-1.000000000000000000e+00,1.000000000000000000e+00,3.895964230502535486e-04,9.959995999599939864e-01
6.283185307179586232e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-3.037124061885436131e-16,-1.073871500692704206e+00,1.073871500692703762e+00,-8.166780126351230504e-17,-1.073871500692703984e+00,1.073871500692703984e+00,-8.166780126351230504e-17,-1.000000000000000000e+00,1.000000000000000000e+00,-2.220446049250313081e-16,1.000000000000000000e+00
