wt, sa, sb, sc, d_a, d_b, d_c, d_a_mod, d_b_mod, d_c_mod, d_zero, c
4.083850516187632174e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.088877011541164563e-01,9.136348905524357411e-01,-1.047471893983188823e-01,-8.612612958532761542e-01,8.612612958532761542e-01,-1.571207840974785386e-01,5.237359469915964238e-02,-9.985998599860010927e-01
4.105215482728696408e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.212639527790861482e-01,9.047414176060140090e-01,-8.347746482692754155e-02,-8.630026851925500786e-01,8.630026851925500786e-01,-1.252161972403914580e-01,4.173873241346393037e-02,-8.653865386538690530e-01
4.105843864097551865e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.216223126204008631e-01,9.044735728999466762e-01,-8.285126027954548000e-02,-8.630479427601738251e-01,8.630479427601738251e-01,-1.242768904193183865e-01,4.142563013977290654e-02,-8.613861386138594867e-01
4.256655392622714196e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.979384023321923536e-01,8.301252967658284687e-01,6.781310556636424569e-02,-8.640318495490104667e-01,8.640318495490104667e-01,1.017196583495461881e-01,-3.390655278318194243e-02,9.870987098710060081e-02
4.257283773991568765e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.982147889625486936e-01,8.297747619646494988e-01,6.844002699789961119e-02,-8.639947754635990407e-01,8.639947754635990407e-01,1.026600404968492086e-01,-3.422001349894959743e-02,1.027102710270995090e-01
4.374791089967424718e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.435530173903219353e-01,7.586227698355391125e-01,1.849302475547830726e-01,-8.510878936129304684e-01,8.510878936129304684e-01,2.773953713321745118e-01,-9.246512377739141142e-02,8.507850785078510114e-01
4.375419471336280175e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.437609645292548421e-01,7.582132106997608867e-01,1.855477538294941775e-01,-8.509870876145078089e-01,8.509870876145078089e-01,2.783216307442411552e-01,-9.277387691474697773e-02,8.547854785478570250e-01
4.398041200615054436e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.509982452397488517e-01,7.432709530337340276e-01,2.077272922060150739e-01,-8.471345991367413841e-01,8.471345991367413841e-01,3.115909383090225138e-01,-1.038636461030074121e-01,9.987998799880024592e-01
4.422548074000393292e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.582893565589664098e-01,7.266545403645151557e-01,2.316348161944514761e-01,-8.424719484617407828e-01,8.424719484617407828e-01,3.474522242916771031e-01,-1.158174080972256270e-01,8.451845184518447240e-01
4.423176455369247861e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.584687586019008387e-01,7.262226970167854345e-01,2.322460615851156540e-01,-8.423457278093431366e-01,8.423457278093431366e-01,3.483690923776733284e-01,-1.161230307925577021e-01,8.411841184118387105e-01
4.486014592254732314e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.744865517646704722e-01,6.816191239765663212e-01,2.928674277881044286e-01,-8.280528378706184522e-01,8.280528378706184522e-01,4.393011416821565041e-01,-1.464337138940520755e-01,4.411441144114398583e-01
4.486642973623586883e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.746273969806230619e-01,6.811591982861053829e-01,2.934681986945179566e-01,-8.278932976333641669e-01,8.278932976333641669e-01,4.402022980417767961e-01,-1.467340993472588395e-01,4.371437143714338447e-01
4.675157384280040240e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.993069841856991875e-01,5.318895513784069884e-01,4.674174328072924767e-01,-7.655982677820530879e-01,7.655982677820530879e-01,7.011261492109386317e-01,-2.337087164036460996e-01,-7.629762976297662647e-01
4.675785765648895698e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.993301771259759381e-01,5.313573244264314654e-01,4.679728526995446947e-01,-7.653437507762037573e-01,7.653437507762037573e-01,7.019592790493169865e-01,-2.339864263497722363e-01,-7.669766976697722782e-01
4.712231885042475810e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.999999876605267790e-01,5.001360423868771443e-01,4.998639452736498012e-01,-7.500680150237020172e-01,7.500680150237020172e-01,7.497959179104746186e-01,-2.499319726368248173e-01,-9.989998999900002730e-01
4.748678004436056810e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.993416256221893113e-01,4.682504933649142553e-01,5.310911322572752225e-01,-7.652163789397322669e-01,7.023757400473713552e-01,7.652163789397322669e-01,-2.341252466824570444e-01,-7.689768976897681796e-01
4.749306385804912267e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.993186299800992378e-01,4.676951658378653010e-01,5.316234641422341589e-01,-7.654710470611667539e-01,7.015427487567977849e-01,7.654710470611667539e-01,-2.338475829189325395e-01,-7.649764976497586133e-01
4.938449177830220194e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.745570224747277521e-01,2.931678277114566633e-01,6.813891947632711998e-01,-8.279731086189994205e-01,4.397517415671849395e-01,8.279731086189994205e-01,-1.465839138557282761e-01,4.391439143914439569e-01
4.939077559199074763e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-9.744159848574078797e-01,2.925669989541125893e-01,6.818489859032954570e-01,-8.281324853803516683e-01,4.388504984311688006e-01,8.281324853803516683e-01,-1.462834994770562114e-01,4.431443144314428650e-01
5.001287314715704646e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-9.585583177037987346e-01,2.325516499060027997e-01,7.260066677977961014e-01,-8.422824927507974735e-01,3.488274748590041163e-01,8.422824927507974735e-01,-1.162758249530013166e-01,8.391839183918392564e-01
5.001915696084559215e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.583791048840065718e-01,2.319404503378746929e-01,7.264386545461319900e-01,-8.424088797150692809e-01,3.479106755068119838e-01,8.424088797150692809e-01,-1.159702251689372909e-01,8.431843184318452700e-01
5.026422569469898072e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.510953448886929618e-01,2.080346191211606133e-01,7.430607257675324595e-01,-8.470780353281126551e-01,3.120519286817408644e-01,8.470780353281126551e-01,-1.040173095605802511e-01,9.991999199919980867e-01
5.049672680117527790e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.436570375367109298e-01,1.852390098351446024e-01,7.584180277015665217e-01,-8.510375326191387257e-01,2.778585147527168342e-01,8.510375326191387257e-01,-9.261950491757220405e-02,8.527852785278469128e-01
5.050301061486382359e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-9.434489041003556453e-01,1.846214670188854046e-01,7.588274370814703795e-01,-8.511381705909130124e-01,2.769322005283280097e-01,8.511381705909130124e-01,-9.231073350944263289e-02,8.487848784878480046e-01
5.167179996093383743e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.983528492825780809e-01,6.875347759497160705e-02,8.295993716876065571e-01,-8.639761104850922635e-01,1.031302163924573689e-01,8.639761104850922635e-01,-3.437673879748576189e-02,1.047104710470989630e-01
5.167808377462238312e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.980766399745409023e-01,6.812656964471508481e-02,8.299500703298259285e-01,-8.640133551521833599e-01,1.021898544670725717e-01,8.640133551521833599e-01,-3.406328482235748689e-02,1.007100710071000549e-01
5.318619905987400642e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.218013708892619729e-01,-8.253814572231055191e-02,9.043395166115725248e-01,-8.630704437504173043e-01,-1.238072185834658279e-01,8.630704437504173043e-01,4.126907286115527596e-02,-8.593859385938600326e-01
5.319248287356256100e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.214431732444471557e-01,-8.316436665805559958e-02,9.046075399025027552e-01,-8.630253565734748999e-01,-1.247465499870833994e-01,8.630253565734748999e-01,4.158218332902779979e-02,-8.633863386338660462e-01
5.340613253897320334e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.090723937762558382e-01,-1.044347219489599882e-01,9.135071157252158125e-01,-8.612897547507358809e-01,-1.566520829234399614e-01,8.612897547507358809e-01,5.221736097447998715e-02,-9.993999399939994532e-01
5.362606601807240025e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.959520781726715510e-01,-1.262807843689762455e-01,9.222328625416478243e-01,-8.590924703571596321e-01,-1.894211765534643821e-01,8.590924703571596321e-01,6.314039218448813662e-02,-8.605860586058611261e-01
5.363234983176094595e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.955715243347375454e-01,-1.269041102818493916e-01,9.224756346165868814e-01,-8.590235794756622134e-01,-1.903561654227740596e-01,8.590235794756622134e-01,6.345205514092466803e-02,-8.565856585658551126e-01
5.448066467971498739e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.413762687170333265e-01,-2.104924925875362174e-01,9.518687613045695439e-01,-8.466225150108014352e-01,-3.157387388813043261e-01,8.466225150108014352e-01,1.052462462937681087e-01,-3.165316531653132870e-01
5.448694849340353308e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-7.409544221830250965e-01,-2.111067537713133546e-01,9.520611759543384789e-01,-8.465077990686817877e-01,-3.166601306569700736e-01,8.465077990686817877e-01,1.055533768856566912e-01,-3.125312531253143788e-01
5.623384869881999926e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-6.129591867811042816e-01,-3.777796970143979527e-01,9.907388837955020122e-01,-8.018490352883032024e-01,-5.666695455215968735e-01,8.018490352883032024e-01,1.888898485071988653e-01,7.995799579957960646e-01
5.624013251250855383e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-6.124625725205954385e-01,-3.783614378801878897e-01,9.908240104007831617e-01,-8.016432914606892446e-01,-5.675421568202817513e-01,8.016432914606892446e-01,1.891807189400938616e-01,8.035803580358091835e-01
5.654803938324742596e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-5.878360882526010300e-01,-4.066792367782934292e-01,9.945153250308942372e-01,-7.911757066417476336e-01,-6.100188551674400328e-01,7.911757066417476336e-01,2.033396183891466036e-01,9.995999599960043724e-01
5.689364913611759000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-5.595314754633841092e-01,-4.380039997010912178e-01,9.975354751644751605e-01,-7.785334753139296904e-01,-6.570059995516367435e-01,7.785334753139296904e-01,2.190019998505455256e-01,7.803780378037785681e-01
5.689993294980613570e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-5.590105568302948802e-01,-4.385688110869128686e-01,9.975793679172076933e-01,-7.782949623737512868e-01,-6.578532166303692197e-01,7.782949623737512868e-01,2.192844055434564066e-01,7.763776377637725545e-01
5.899872672178132049e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.739947556076191892e-01,-6.161812711177725443e-01,9.901760267253915115e-01,-5.609921334114287284e-01,-8.031786489215819724e-01,8.031786489215819724e-01,1.869973778038094836e-01,-5.597559755975680673e-01
5.900501053546986618e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.734119015604653868e-01,-6.166760653427001415e-01,9.900879669031652508e-01,-5.601178523406979970e-01,-8.033820161229326962e-01,8.033820161229326962e-01,1.867059507802325546e-01,-5.637563756375669755e-01
5.939460698415986784e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.369961631289581372e-01,-6.468700497279272765e-01,9.838662128568851362e-01,-5.054942446934370670e-01,-8.153681312924061508e-01,8.153681312924061508e-01,1.684980815644789298e-01,-8.117811781178119190e-01
5.940089079784841353e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.364044717924671857e-01,-6.473491257717631786e-01,9.837535975642300867e-01,-5.046067076887006397e-01,-8.155513616679965772e-01,8.155513616679965772e-01,1.682022358962334541e-01,-8.157815781578179326e-01
5.968994622752164858e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.090468755321961747e-01,-6.691072571104592637e-01,9.781541326426551608e-01,-4.635703132982941232e-01,-8.236306948765572677e-01,8.236306948765572677e-01,1.545234377660979486e-01,-9.997999799980021862e-01
5.995386640244068310e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.838421200385053411e-01,-6.884856103351196799e-01,9.723277303736248545e-01,-4.257631800577579284e-01,-8.304066703543722117e-01,8.304066703543722117e-01,1.419210600192525873e-01,-8.321832183218305090e-01
5.996015021612922880e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.832395273487978149e-01,-6.889412079649037679e-01,9.721807353137013052e-01,-4.248592910231965836e-01,-8.305609716393025366e-01,8.305609716393025366e-01,1.416197636743987687e-01,-8.281828182818244954e-01
6.077704599564052401e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.040377784378527848e-01,-7.457879512392109334e-01,9.498257296770634683e-01,-3.060566676567790800e-01,-8.478068404581371453e-01,8.478068404581371453e-01,1.020188892189262675e-01,-3.081308130813056323e-01
6.078332980932906970e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.034225760753405887e-01,-7.462064212107888395e-01,9.496289972861291506e-01,-3.051338641130107443e-01,-8.479177092484589950e-01,8.479177092484589950e-01,1.017112880376701556e-01,-3.041304130413067242e-01
6.261820340638521998e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.136334119632966530e-02,-8.551460869493150430e-01,8.765094281456440317e-01,-3.204501179449416315e-02,-8.658277575474795373e-01,8.658277575474795373e-01,1.068167059816449438e-02,8.639863986398665929e-01
6.262448722007376567e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.073509906161049438e-02,-8.554716628811637191e-01,8.762067619427741372e-01,-3.110264859241570340e-02,-8.658392124119689282e-01,8.658392124119689282e-01,1.036754953080520902e-02,8.679867986798726065e-01
6.283185307179586232e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.449293598294706414e-16,-8.660254037844388186e-01,8.660254037844385966e-01,-1.339070573669549874e-16,-8.660254037844387076e-01,8.660254037844387076e-01,-1.110223024625156540e-16,1.000000000000000000e+00
