time_s,time_ms,id_ref_A,iq_ref_A,id_A,iq_A,ud_unclipped_V,uq_unclipped_V,ud_clipped_V,uq_clipped_V,xI_d_V,xI_q_V,duty_min,duty_max,saturation_norm_V
0.0065,6.5,-100,100,-99.81748065,100.0124592,-284.6595977,-14.60935948,-284.6595977,-14.60935948,-180.2792855,359.9464057,0,0.8197520371,0.6759595123
0.0066,6.6,-100,100,-99.98710193,100.0233103,-284.1290317,-14.88039763,-283.4678435,-14.73985774,-180.1384501,359.9040063,0,0.8195664947,0.7603276291
0.0067,6.7,-100,100,-99.91596282,100.0048412,-284.2336487,-14.69547639,-283.4774862,-14.77495227,-180.0376632,359.840273,0.0467361033,0.9258676921,5.753312401e-14
0.0068,6.8,-100,100,-99.85585067,99.9743428,-284.2840214,-14.45307279,-284.2840214,-14.45307279,-180.1748956,359.8891007,0.1407047935,0.9904306476,1.953992523e-14
0.0069,6.9,-100,100,-99.97305137,99.99865978,-283.9947518,-14.71149959,-283.9947518,-14.71149959,-180.2005511,359.8916512,0.2237272194,1,2.541839537
0.007,7,-100,100,-100.0239874,100.003135,-283.8127593,-14.787531,-281.2709198,-14.787531,-179.5763051,359.7655494,0.1053731187,0.9765719705,6.070879796e-14
0.0071,7.1,-100,100,-99.52031011,99.91005537,-285.0583474,-13.67657911,-285.0583474,-13.67657911,-180.0329772,359.9367211,0.02532981559,0.8958747006,7.105427358e-15
0.0072,7.2,-100,100,-99.81243497,99.9920329,-284.5317149,-14.46303807,-284.5317149,-14.46303807,-180.211542,359.9518831,0,0.776862626,2.735442842
0.0073,7.3,-100,100,-99.96706546,100.0146273,-284.114878,-14.77776707,-281.3944202,-14.49183543,-179.60599,359.8630388,0.006605254307,0.8593671257,3.552713679e-15
0.0074,7.4,-100,100,-99.47529119,99.94374218,-285.4108102,-13.8176053,-285.4108102,-13.8176053,-180.1055209,359.9701019,0.07282541563,0.9532627322,1.137423353e-13
0.0075,7.5,-100,100,-99.81747778,100.0124581,-284.6596042,-14.60936276,-284.6596042,-14.60936276,-180.2792849,359.946393,0.1802479643,1,0.6759587957
0.0076,7.6,-100,100,-99.98710098,100.0233088,-284.1290306,-14.88039767,-283.4678431,-14.73985793,-180.1384505,359.9039964,0.1804335119,1,0.760325175
0.0077,7.7,-100,100,-99.91596271,100.0048397,-284.2336448,-14.69547464,-283.4774848,-14.77495027,-180.0376643,359.8402661,0.07413231641,0.9532638898,1.776356839e-15
0.0078,7.8,-100,100,-99.85585117,99.97434167,-284.2840166,-14.45307132,-284.2840166,-14.45307132,-180.1748962,359.889096,0.009569359585,0.8592952045,3.552713679e-15
0.0079,7.9,-100,100,-99.9730516,99.99865886,-283.9947483,-14.71149735,-283.9947483,-14.71149735,-180.2005515,359.8916483,0,0.7762727754,2.541838052
0.008,8,-100,100,-100.0239875,100.0031343,-283.8127571,-14.78752892,-281.270919,-14.78752892,-179.5763058,359.7655477,0.02342803251,0.8946268774,6.010809385e-14
